,Date,MXWO_Last Price,MXWO_Volume,MXWO_SMAVG (15),SPG1200_Last Price,SPG1200_Volume,SPG1200_SMAVG (15),FTAW01_Last Price,MXEU_Last Price,MXEU_Volume,MXEU_SMAVG (15),MXEF_Last Price,MXEF_Volume,MXEF_SMAVG (15),VIX_Last Price,USGG10YR Index_Last Price,DXY Curncy_Last Price,XLK US Equity_Last Price,XLK US Equity_Volume,XLK US Equity_SMAVG (15),XLY US Equity_Last Price,XLY US Equity_Volume,XLY US Equity_SMAVG (15),XLU US Equity_Last Price,XLU US Equity_Volume,XLU US Equity_SMAVG (15),XLE US Equity_Last Price,XLE US Equity_Volume,XLE US Equity_SMAVG (15),XAU BGN Curncy_Last Price,CO1 Comdty_Last Price,CO1 Comdty_Volume,CO1 Comdty_SMAVG (15),MOODCBAA Index_Last Price,SPX Index - Divident_Dividend 12 Month Yld - Gross,SPX Index - PE_Adjusted Price/Earnings ratio,SPX Index - PB_Adjusted Price/Book ratio
21,2000-02-01 00:00:00,1348.85,3417487872.0,3133945088.0,1477.88,10505230336.0,9571342336.0,202.69,129.19,1917873920.0,1585253504.0,495.36,18513674240.0,17073155072.0,23.45,6.619,104.92,51.625,474900.0,1314560.0,28.1875,129900.0,75020.0,27.4375,23200.0,84733.0,27.25,114200.0,256987.0,282.63,26.39,40335.0,33227.0,8.27,1.1541,28.7608,4.9446
22,2000-02-02 00:00:00,1356.33,3527825920.0,3178903296.0,1486.41,9128486912.0,9552260096.0,203.49,130.96,1977733248.0,1633194112.0,499.46,16450465792.0,17250297856.0,23.12,6.573,104.79,52.0,534700.0,1256120.0,28.0,5300.0,73400.0,27.2969,14500.0,83987.0,27.4219,29400.0,249293.0,284.75,25.93,45900.0,34390.0,8.22,1.1555,28.7576,4.9441
23,2000-02-03 00:00:00,1378.74,4425714176.0,3263367168.0,1507.38,11895090176.0,9318389760.0,206.64,132.75,2698362368.0,1711697664.0,509.63,18492837888.0,16555194368.0,22.01,6.489,103.8,53.5,1244600.0,1206880.0,28.1094,26200.0,71607.0,27.25,96100.0,87947.0,27.0938,96800.0,251927.0,287.45,26.66,30382.0,34929.0,8.13,1.1441,29.0816,4.9997
24,2000-02-04 00:00:00,1380.88,4586274816.0,3323618816.0,1507.25,13336850432.0,9258810368.0,206.73,132.88,3148261632.0,1803226752.0,515.43,21234509824.0,15312820224.0,21.54,6.549,104.29,54.125,691700.0,1173460.0,28.0625,23100.0,68440.0,27.1094,19300.0,79927.0,26.3125,65600.0,246353.0,310.3,27.07,30917.0,36402.0,8.13,1.1446,29.0694,4.9976
25,2000-02-07 00:00:00,1374.92,3030824960.0,3365542144.0,1502.89,10503300096.0,9518282752.0,206.29,131.66,1789322240.0,1821408896.0,521.87,19078424576.0,15737069568.0,22.79,6.639,104.64,54.75,655300.0,1124887.0,27.4688,20800.0,62987.0,27.0312,23000.0,78413.0,26.6094,55300.0,247660.0,302.75,26.88,20018.0,36651.0,8.3,1.1448,29.0667,4.9971
26,2000-02-08 00:00:00,1391.96,4504048128.0,3453930240.0,1521.36,13679949824.0,9725904896.0,208.68,134.67,2899471360.0,1905198720.0,525.59,20667971584.0,15978157056.0,21.25,6.613,104.22,55.25,886000.0,1147233.0,28.0938,205700.0,73113.0,27.0938,32600.0,77520.0,26.375,149400.0,250253.0,301.75,26.37,29000.0,35921.0,8.18,1.1323,29.4235,5.0585
27,2000-02-09 00:00:00,1381.36,4247932928.0,3532568064.0,1507.48,12826900480.0,9962908672.0,206.82,134.79,2633076992.0,1977960960.0,528.27,20797057024.0,16320260096.0,22.9,6.66,103.5,54.5625,1623300.0,1202760.0,27.625,28600.0,67433.0,27.0938,16300.0,76873.0,25.5,86200.0,243313.0,306.75,26.92,32440.0,35548.0,8.26,1.1574,28.8109,4.9531
28,2000-02-10 00:00:00,1379.69,4697431040.0,3614055680.0,1503.73,10741680128.0,10089974784.0,206.68,134.39,2799901696.0,2039353344.0,530.99,19943358464.0,16766813184.0,23.07,6.671,104.13,55.8594,1157600.0,1206720.0,27.375,10100.0,57893.0,26.7031,83200.0,74920.0,26.0312,615000.0,261327.0,315.0,27.48,34468.0,34649.0,8.39,1.1531,28.9156,4.9711
29,2000-02-11 00:00:00,1365.0,5436667904.0,3752366080.0,1486.13,13030169600.0,10395691008.0,204.31,134.1,4101651712.0,2196279296.0,529.45,17588273152.0,16918923264.0,24.42,6.604,104.1,54.375,1002100.0,1177880.0,26.9844,33000.0,48747.0,26.2344,92500.0,67680.0,25.7188,207800.0,242960.0,310.95,27.82,32911.0,33758.0,8.36,1.1785,28.3093,4.8669
30,2000-02-14 00:00:00,1359.94,3784214016.0,3822781952.0,1476.75,9173555200.0,10558367744.0,203.44,133.03,2067400064.0,2253623296.0,520.62,12819093504.0,17018093568.0,24.38,6.554,104.72,54.4062,351500.0,1163387.0,27.125,2800.0,48593.0,26.2656,11600.0,64167.0,26.125,523000.0,258060.0,308.15,28.76,13056.0,32132.0,8.3,1.1761,28.3668,4.8768
31,2000-02-15 00:00:00,1353.77,3962845952.0,3884685312.0,1476.87,10311010304.0,10986893312.0,202.76,130.6,2160651264.0,2303830784.0,518.89,13491388416.0,17584420864.0,22.92,6.552,104.69,54.5625,300600.0,984600.0,27.1875,7900.0,44920.0,26.2031,26100.0,62113.0,27.2188,300700.0,274253.0,301.75,27.13,32353.0,31643.0,8.33,1.166,28.614,4.9193
32,2000-02-16 00:00:00,1350.4,4032843008.0,3952043520.0,1475.45,10981829632.0,11118295040.0,202.43,132.23,2353755648.0,2354667520.0,518.96,15844278272.0,17608542208.0,23.51,6.545,104.28,54.2812,172100.0,940120.0,26.125,18000.0,43580.0,26.0938,154000.0,70287.0,27.3438,123900.0,279387.0,302.5,27.37,28329.0,31052.0,8.35,1.1793,28.3205,4.8688
33,2000-02-17 00:00:00,1356.94,3929672960.0,4006578944.0,1482.22,8851297280.0,11031064576.0,203.44,133.42,2154386944.0,2400206848.0,523.21,13998427136.0,17458092032.0,23.17,6.567,104.27,55.5,231200.0,872993.0,25.375,67000.0,40107.0,25.9375,10700.0,69753.0,27.3125,88000.0,172667.0,300.5,26.67,30104.0,30736.0,8.33,1.1788,28.3325,4.8709
34,2000-02-18 00:00:00,1333.48,3393349120.0,4007537408.0,1451.06,8531656192.0,10871920640.0,199.81,132.77,1688987904.0,2400365056.0,518.6,15372793856.0,17267822592.0,26.0,6.489,104.63,53.625,362700.0,733373.0,25.0,7500.0,39780.0,24.9844,14900.0,68853.0,26.5156,141700.0,179907.0,305.0,26.22,21416.0,30682.0,8.31,1.2158,27.4719,4.7229
35,2000-02-21 00:00:00,1323.54,1959793024.0,3929128448.0,1443.43,7226694144.0,10714913792.0,198.36,131.31,1304714496.0,2379703552.0,514.57,15393935360.0,17312432128.0,25.93,6.425,104.51,53.5625,798300.0,730760.0,25.03125,39100.0,41776.5,24.9375,23450.0,56093.0,26.3984,108150.0,179007.0,305.5,25.93,18426.0,29337.0,8.275,1.21305,27.4719,4.7229
36,2000-02-22 00:00:00,1330.4,3823293952.0,3956182016.0,1448.62,8493825024.0,10580819968.0,199.04,130.85,2272995840.0,2403378176.0,506.77,13292584960.0,16964360192.0,25.86,6.361,103.28,53.5,1233900.0,728147.0,25.0625,70700.0,43773.0,24.8906,32000.0,43333.0,26.2812,74600.0,178107.0,304.4,26.58,32877.0,28840.0,8.24,1.2103,27.5872,4.7443
